id,cliente_id,endereco_id,data_pedido,status
36723,92103,1915,2024-06-08,concluído
22243,73089,824,2024-07-01,pendente
53046,12765,1640,2024-08-01,concluído
74181,80628,1937,2024-04-23,concluído
51602,26856,1673,2024-02-18,pendente
16586,65975,1429,2024-04-26,pendente
88569,79352,894,2024-10-02,pendente
43161,83164,43,2024-08-31,concluído
93076,76433,1939,2024-01-24,concluído
20321,28894,1208,2024-04-29,pendente
69277,93525,20,2024-09-23,concluído
39562,11362,273,2024-10-14,pendente
88204,73403,1483,2024-01-25,cancelado
99823,65988,473,2024-02-04,concluído
54160,54830,994,2024-08-18,cancelado
82046,47596,936,2024-05-12,cancelado
63565,4633,1551,2024-05-17,pendente
64835,89626,842,2024-08-16,cancelado
52713,39132,102,2024-05-27,pendente
12236,40901,1872,2024-09-22,pendente
5016,13948,1128,2024-07-08,cancelado
4474,44928,137,2024-05-02,pendente
14916,30942,302,2024-01-21,pendente
13438,51009,73,2024-06-22,concluído
24023,93871,1531,2024-06-14,pendente
53547,71605,107,2024-09-09,concluído
11755,59728,1163,2024-04-10,cancelado
50012,69234,1741,2024-07-10,concluído
91268,81934,976,2024-03-04,pendente
31900,57583,1921,2024-02-22,cancelado
11681,68570,1109,2024-01-13,pendente
36989,54206,602,2024-04-09,cancelado
44139,93646,381,2024-06-28,cancelado
32685,34289,475,2024-08-07,concluído
24638,81399,1398,2024-02-03,pendente
24633,10217,1015,2024-03-01,cancelado
2793,61278,239,2024-03-30,pendente
67135,2369,563,2024-03-14,cancelado
83788,62977,1662,2024-10-11,cancelado
35124,92309,376,2024-07-08,pendente
54355,20163,1457,2024-07-17,concluído
93090,19656,205,2024-08-10,pendente
36801,67388,1485,2024-03-01,cancelado
39401,40255,28,2024-08-19,pendente
72246,49038,1944,2024-06-23,concluído
65025,99170,243,2024-01-14,concluído
86454,48185,645,2024-06-22,pendente
2148,19656,204,2024-09-18,cancelado
73070,39353,1505,2024-01-01,concluído
54200,82677,66,2024-01-01,pendente
48864,19656,205,2024-04-01,pendente
19442,50045,984,2024-07-28,cancelado
45298,27686,485,2024-05-17,pendente
28334,11975,1926,2024-07-25,cancelado
10032,77013,949,2024-07-20,cancelado
41504,9550,262,2024-10-03,concluído
56119,36540,627,2024-10-15,pendente
45310,27348,1955,2024-07-14,cancelado
92896,60834,542,2024-10-05,cancelado
82560,16356,75,2024-09-15,cancelado
56104,97247,497,2024-07-18,pendente
10584,2488,1140,2024-10-06,pendente
82026,75342,683,2024-10-17,concluído
85823,93525,19,2024-07-07,cancelado
67053,80428,1745,2024-01-22,cancelado
49820,46776,1767,2024-05-06,cancelado
3088,61670,624,2024-08-05,concluído
83550,55250,1611,2024-07-11,concluído
48272,88617,328,2024-06-09,concluído
46117,8571,109,2024-07-28,pendente
86704,98502,914,2024-06-22,cancelado
70454,54248,921,2024-01-26,cancelado
48264,42460,113,2024-02-05,pendente
70250,45521,1001,2024-08-21,pendente
24513,36548,1387,2024-01-31,pendente
74906,4608,1232,2024-03-10,pendente
56610,73301,186,2024-02-22,pendente
57629,23937,1502,2024-04-25,cancelado
87213,48401,912,2024-05-30,cancelado
22801,79078,1956,2024-08-07,concluído
63599,81005,254,2024-02-26,cancelado
83560,4633,1549,2024-03-26,cancelado
68365,81373,959,2024-03-08,cancelado
3005,53969,675,2024-09-08,pendente
53762,51194,3,2024-07-05,pendente
10490,76134,1177,2024-10-01,pendente
26939,23207,1087,2024-03-09,cancelado
69094,84729,604,2024-05-15,cancelado
83339,84388,1898,2024-07-24,pendente
26457,50882,1426,2024-05-21,cancelado
62530,22913,780,2024-10-13,pendente
9193,11358,1632,2024-03-08,concluído
7292,15386,1723,2024-01-07,concluído
83744,58257,1149,2024-01-30,pendente
38700,34199,276,2024-05-23,pendente
279,61048,1519,2024-02-23,concluído
99036,21984,1696,2024-05-24,pendente
24307,11162,581,2024-09-22,concluído
50434,32373,762,2024-06-29,concluído
98741,80225,586,2024-05-19,concluído
80305,34577,1736,2024-09-08,pendente
93612,70432,393,2024-02-06,concluído
37745,22400,1403,2024-10-01,cancelado
64429,51845,853,2024-08-05,pendente
87689,94056,910,2024-06-26,pendente
25532,80244,407,2024-06-11,pendente
66706,59232,1843,2024-06-14,concluído
86078,77118,1773,2024-05-05,pendente
44056,90900,1552,2024-05-02,concluído
82277,45611,1284,2024-04-19,pendente
83347,92809,1848,2024-06-26,pendente
76028,22318,1390,2024-09-28,pendente
87779,92309,375,2024-03-17,cancelado
4996,73164,260,2024-03-01,cancelado
86180,51845,854,2024-10-16,pendente
13455,3546,503,2024-08-22,pendente
39077,46788,95,2024-01-10,pendente
95187,58626,998,2024-07-14,concluído
1782,60219,729,2024-08-21,pendente
96812,80879,1076,2024-01-14,concluído
65033,43875,1533,2024-08-15,pendente
84361,47307,677,2024-10-01,pendente
81523,15983,728,2024-05-10,concluído
91420,6452,1788,2024-08-07,cancelado
9150,42379,1644,2024-03-16,concluído
47919,59555,756,2024-09-27,pendente
68609,27504,1147,2024-09-22,cancelado
99752,60335,1658,2024-05-05,cancelado
76819,6464,836,2024-04-12,pendente
87356,31639,360,2024-05-22,pendente
3695,82431,544,2024-03-19,cancelado
6736,16292,88,2024-09-30,cancelado
60645,42460,113,2024-03-30,concluído
39300,2587,1262,2024-06-14,concluído
58989,25035,1265,2024-05-20,cancelado
39455,26869,1487,2024-04-06,concluído
48715,29287,457,2024-09-11,pendente
41271,99109,1752,2024-06-05,cancelado
81826,5474,1270,2024-04-28,concluído
31884,76777,209,2024-05-03,pendente
34005,15810,560,2024-07-30,cancelado
35805,53344,1923,2024-09-08,pendente
27269,85372,1496,2024-05-10,concluído
86876,28675,1826,2024-08-31,cancelado
65357,24365,699,2024-01-13,cancelado
86587,69468,830,2024-01-02,cancelado
2851,250,954,2024-08-28,concluído
35204,90026,1349,2024-05-22,cancelado
8658,69977,1214,2024-06-29,concluído
43015,19999,1585,2024-06-01,concluído
90602,50787,481,2024-07-14,concluído
79621,98768,969,2024-09-12,pendente
58360,46983,978,2024-03-20,concluído
30260,83848,154,2024-08-09,pendente
73215,61113,804,2024-03-01,concluído
62313,81373,960,2024-03-15,pendente
12660,92959,290,2024-03-05,pendente
92467,7842,607,2024-05-08,pendente
90462,34070,1965,2024-09-25,pendente
57287,65987,1249,2024-06-24,cancelado
68616,92809,1848,2024-08-01,cancelado
52774,59045,451,2024-06-17,pendente
57465,69468,830,2024-09-04,pendente
26210,4705,749,2024-06-13,cancelado
36787,42379,1644,2024-05-01,cancelado
60771,41412,1350,2024-10-16,concluído
27880,1141,1653,2024-08-12,concluído
11268,74528,1482,2024-10-13,cancelado
21732,4435,862,2024-08-07,pendente
43503,55640,1090,2024-08-18,concluído
85806,27504,1148,2024-06-12,cancelado
98169,10140,1212,2024-03-27,cancelado
79816,30048,662,2024-09-18,concluído
80707,82065,1724,2024-03-02,cancelado
13352,69157,832,2024-05-12,cancelado
20811,71384,1052,2024-06-07,cancelado
78240,84131,119,2024-03-22,cancelado
99652,46822,158,2024-08-26,cancelado
88282,81666,1158,2024-02-22,cancelado
39141,96129,444,2024-08-12,pendente
89159,26448,664,2024-01-20,concluído
26839,80777,1243,2024-07-27,cancelado
55262,59232,1843,2024-01-29,cancelado
41555,15795,24,2024-09-15,cancelado
86945,29613,47,2024-02-16,concluído
93571,17929,1320,2024-01-09,cancelado
76703,90,1295,2024-03-19,pendente
23862,37718,710,2024-03-27,concluído
90193,99404,30,2024-03-09,pendente
52325,23966,849,2024-02-20,cancelado
42747,10967,1873,2024-09-14,concluído
44332,60610,353,2024-08-31,pendente
86272,12181,280,2024-01-16,cancelado
79452,48183,251,2024-09-09,concluído
7629,48401,912,2024-09-19,pendente
35077,90185,100,2024-07-19,pendente
98655,41057,199,2024-09-29,concluído
44989,70128,1416,2024-02-08,concluído
51383,11028,772,2024-09-06,cancelado
40164,81681,997,2024-09-16,pendente
58083,83605,973,2024-08-22,pendente
50610,5207,1277,2024-01-19,cancelado
73788,48025,1420,2024-03-11,cancelado
47224,27686,485,2024-01-14,concluído
26537,16292,88,2024-03-09,pendente
24912,11400,646,2024-06-16,pendente
7780,49929,441,2024-04-30,pendente
60729,18081,636,2024-05-11,concluído
18761,33037,352,2024-10-15,pendente
67805,86279,1190,2024-09-24,cancelado
37533,28151,1170,2024-07-18,pendente
97927,88631,236,2024-04-17,cancelado
48571,87956,787,2024-05-05,pendente
69309,74194,1835,2024-04-15,cancelado
4322,23937,1502,2024-04-25,pendente
76012,92537,1554,2024-02-14,concluído
27192,48163,22,2024-05-02,cancelado
64052,76459,975,2024-01-08,concluído
18367,44353,1321,2024-03-17,cancelado
87972,68805,0,2024-08-12,cancelado
98814,18593,924,2024-07-23,cancelado
54823,74813,1096,2024-07-31,pendente
36683,39340,1884,2024-07-07,cancelado
38692,4608,1232,2024-01-23,cancelado
43722,77118,1773,2024-08-27,pendente
45852,15983,728,2024-08-30,concluído
82365,53917,873,2024-08-20,pendente
29648,20781,332,2024-09-20,pendente
74955,49655,1196,2024-01-05,pendente
36396,43073,233,2024-09-14,pendente
96741,82299,293,2024-08-16,pendente
65810,11162,581,2024-01-21,cancelado
59224,16356,75,2024-04-27,pendente
11240,86837,1209,2024-06-03,concluído
1020,57182,1035,2024-02-16,cancelado
57392,52703,1428,2024-09-04,concluído
8966,43073,233,2024-07-17,concluído
23567,4160,1704,2024-05-23,cancelado
80160,90637,1064,2024-06-25,cancelado
65175,16356,76,2024-08-13,concluído
41573,32373,763,2024-01-22,pendente
56207,66616,1911,2024-02-29,pendente
51176,76433,1939,2024-09-27,cancelado
93210,10217,1016,2024-10-11,concluído
19331,42379,1644,2024-08-30,cancelado
78947,42460,113,2024-06-18,pendente
836,78921,1672,2024-03-09,cancelado
92024,6158,1027,2024-10-15,cancelado
87523,10479,1883,2024-02-20,pendente
68952,48725,1899,2024-09-22,cancelado
70783,62907,1362,2024-09-09,concluído
17723,64802,1272,2024-04-28,concluído
55062,4803,598,2024-07-09,pendente
90316,4448,918,2024-08-09,concluído
97597,250,955,2024-01-01,pendente
91089,99125,1877,2024-03-17,concluído
54056,39138,300,2024-02-02,concluído
93435,24602,1785,2024-10-01,pendente
36841,19092,385,2024-03-14,cancelado
93802,86612,1130,2024-09-18,cancelado
66035,25789,1252,2024-01-18,concluído
95219,20613,1845,2024-10-10,cancelado
37831,61139,279,2024-06-12,concluído
6842,40901,1872,2024-05-07,cancelado
73491,73089,825,2024-01-09,concluído
12127,53428,168,2024-04-04,pendente
54426,58101,1476,2024-01-14,pendente
99906,61139,279,2024-06-04,pendente
37049,79291,1297,2024-07-22,pendente
89771,69084,1327,2024-07-22,concluído
14179,99025,55,2024-08-14,pendente
91803,32135,394,2024-06-19,cancelado
12670,2938,643,2024-04-02,pendente
69886,48741,736,2024-06-19,cancelado
88640,28675,1826,2024-06-25,cancelado
70589,44928,137,2024-06-19,cancelado
9384,70197,1861,2024-08-18,pendente
26339,82316,517,2024-10-03,cancelado
91034,26343,1183,2024-10-17,pendente
42239,3660,312,2024-04-11,cancelado
83277,29287,457,2024-03-10,pendente
65831,98502,915,2024-06-10,pendente
6911,19656,204,2024-06-19,cancelado
95197,19233,1700,2024-06-14,concluído
4138,34635,727,2024-09-20,pendente
45804,16263,1792,2024-05-20,cancelado
3404,51075,537,2024-03-26,cancelado
61398,63429,742,2024-09-04,cancelado
17,91369,11,2024-01-11,pendente
79431,48789,175,2024-04-09,cancelado
29441,7842,606,2024-08-04,cancelado
40519,41105,150,2024-10-02,cancelado
52360,8028,232,2024-04-13,pendente
24266,61908,961,2024-01-14,cancelado
35486,41057,199,2024-07-31,pendente
21948,38222,355,2024-10-10,cancelado
12470,13009,896,2024-06-26,pendente
97706,47599,1452,2024-07-30,cancelado
80822,48163,22,2024-08-16,pendente
5246,46682,124,2024-08-13,cancelado
73730,36772,744,2024-02-13,concluído
17827,83754,549,2024-10-08,cancelado
21073,81170,1439,2024-04-22,cancelado
79454,10771,1583,2024-04-18,pendente
19713,9550,262,2024-09-02,cancelado
85783,8824,35,2024-09-10,concluído
65929,86804,1198,2024-07-13,concluído
19681,20163,1457,2024-02-11,concluído
84145,18573,1647,2024-05-02,cancelado
4526,9051,1805,2024-08-02,concluído
67142,95023,639,2024-09-04,pendente
2510,5165,439,2024-04-27,cancelado
23551,9873,26,2024-05-23,pendente
58428,14070,128,2024-01-13,concluído
11836,45521,999,2024-06-06,pendente
53697,45890,1766,2024-08-16,cancelado
28359,59562,1593,2024-02-24,cancelado
25006,61113,805,2024-08-27,cancelado
8744,80628,1936,2024-01-18,pendente
20994,34577,1736,2024-08-28,concluído
29026,22400,1403,2024-01-14,pendente
53306,56198,77,2024-09-24,cancelado
67969,97736,1131,2024-01-09,cancelado
4380,26448,663,2024-07-09,concluído
55451,96129,444,2024-08-09,pendente
89290,49937,1470,2024-02-04,concluído
80606,56148,594,2024-02-29,concluído
106,21984,1696,2024-08-16,cancelado
66855,8276,694,2024-09-03,cancelado
12548,31639,360,2024-06-16,concluído
31434,57159,1427,2024-04-05,cancelado
59353,8339,1300,2024-09-11,concluído
96688,48163,22,2024-05-05,cancelado
13407,51189,417,2024-02-03,cancelado
29162,87861,1925,2024-04-06,cancelado
26299,33856,1043,2024-01-13,pendente
87401,99125,1877,2024-06-22,pendente
55173,13408,93,2024-08-30,concluído
565,44978,69,2024-03-06,pendente
3721,74528,1482,2024-06-14,pendente
15594,30048,662,2024-04-12,concluído
61739,28481,923,2024-04-17,cancelado
13719,4448,918,2024-08-06,cancelado
20177,83465,1106,2024-01-20,cancelado
96374,78609,382,2024-10-05,cancelado
5097,77501,1641,2024-03-02,pendente
97883,47599,1450,2024-01-19,concluído
66264,89635,707,2024-01-16,concluído
68353,18153,431,2024-08-06,concluído
98977,43956,1003,2024-02-23,pendente
33031,23525,1166,2024-01-24,cancelado
94702,53969,675,2024-01-09,concluído
19377,58834,1591,2024-04-13,concluído
82630,76134,1179,2024-02-17,concluído
59796,8028,232,2024-01-07,concluído
90422,48183,251,2024-05-18,cancelado
187,81934,976,2024-05-01,cancelado
41816,69965,461,2024-08-21,concluído
78250,23179,1598,2024-09-27,pendente
95777,11698,956,2024-01-29,pendente
53005,55250,1611,2024-04-26,cancelado
87875,64966,1858,2024-02-16,concluído
25350,97957,1951,2024-07-11,concluído
11978,8698,1116,2024-01-11,pendente
31845,4374,263,2024-02-12,pendente
3935,69977,1213,2024-03-03,concluído
60891,99707,660,2024-02-28,cancelado
93209,47684,1421,2024-01-12,concluído
18331,36772,744,2024-09-07,cancelado
29014,64839,240,2024-01-04,cancelado
86133,70432,393,2024-07-28,concluído
65966,32794,139,2024-03-16,cancelado
21705,80244,407,2024-07-03,concluído
39183,71935,797,2024-05-02,concluído
56686,42379,1644,2024-03-19,cancelado
26227,4705,748,2024-08-19,cancelado
93030,13687,802,2024-09-08,cancelado
70170,43875,1533,2024-02-06,cancelado
81027,53428,168,2024-02-06,cancelado
79416,31625,1216,2024-04-13,pendente
82759,20997,1518,2024-07-28,cancelado
52641,41072,326,2024-05-07,pendente
18819,95664,1719,2024-02-05,concluído
75361,56156,331,2024-04-25,pendente
68684,88749,1048,2024-07-02,pendente
77046,32634,778,2024-06-12,pendente
17874,90185,99,2024-06-20,pendente
49709,51551,368,2024-09-10,concluído
17941,93646,381,2024-05-29,concluído
12526,59040,1758,2024-06-09,pendente
49268,47307,677,2024-01-08,concluído
19160,29613,47,2024-04-03,cancelado
42132,96950,1008,2024-02-05,concluído
80524,82469,1824,2024-03-22,cancelado
92801,89688,1512,2024-03-26,pendente
58013,38920,1506,2024-09-06,pendente
45880,95743,458,2024-02-27,cancelado
19899,40376,1479,2024-08-29,cancelado
80716,70153,349,2024-09-09,concluído
45135,1776,496,2024-08-10,cancelado
5334,74702,1589,2024-01-26,concluído
39217,47599,1450,2024-06-21,pendente
74694,70103,828,2024-03-17,concluído
10378,80312,526,2024-03-31,cancelado
29032,48923,184,2024-07-05,concluído
60387,74528,1482,2024-08-24,pendente
57493,43701,1919,2024-03-24,pendente
98200,74813,1094,2024-10-10,cancelado
43115,80262,1250,2024-03-15,cancelado
82746,48741,735,2024-06-21,concluído
53336,98634,391,2024-05-09,concluído
38936,65192,1712,2024-02-01,cancelado
40703,69977,1213,2024-09-01,concluído
35092,63429,743,2024-03-15,concluído
22862,52861,489,2024-04-04,concluído
94384,80045,652,2024-02-13,pendente
569,26418,561,2024-04-12,pendente
90110,31625,1216,2024-09-08,concluído
51036,2776,361,2024-03-26,cancelado
61463,27810,17,2024-03-18,concluído
46096,27810,17,2024-10-01,pendente
49622,41514,169,2024-07-19,cancelado
36988,95934,1803,2024-08-08,pendente
55450,51986,535,2024-02-26,pendente
33478,82359,98,2024-04-27,concluído
20880,60219,730,2024-07-29,concluído
9335,61988,821,2024-04-07,pendente
32351,46079,1288,2024-09-25,pendente
61879,30511,1677,2024-07-25,concluído
16804,87736,122,2024-05-05,cancelado
32281,4431,411,2024-08-04,cancelado
52202,11028,772,2024-07-04,concluído
8456,80616,685,2024-07-15,pendente
52470,49145,1957,2024-01-04,cancelado
23689,98302,1812,2024-06-01,pendente
78193,73307,135,2024-03-29,concluído
27339,74691,556,2024-04-21,pendente
41750,43261,190,2024-09-11,pendente
26523,78328,1315,2024-04-15,cancelado
16313,76843,222,2024-09-13,pendente
33718,80225,587,2024-07-23,pendente
9819,27570,1525,2024-07-17,concluído
30220,65988,473,2024-02-06,cancelado
1672,19233,1700,2024-03-21,concluído
99343,82474,400,2024-08-23,cancelado
67402,65480,1139,2024-08-31,cancelado
90368,93766,1344,2024-09-07,pendente
50150,10479,1882,2024-02-02,cancelado
53935,49077,384,2024-06-02,cancelado
48374,80187,1914,2024-05-06,cancelado
49816,53979,1918,2024-04-20,concluído
96769,90094,1851,2024-03-15,pendente
25846,98302,1812,2024-03-12,concluído
37137,40255,29,2024-03-18,cancelado
43602,56156,331,2024-06-06,concluído
48584,14862,334,2024-10-13,cancelado
189,1890,130,2024-10-10,concluído
66607,87736,122,2024-06-26,pendente
65318,79735,1950,2024-01-02,concluído
11987,76279,1115,2024-05-21,cancelado
68717,63163,147,2024-01-21,pendente
21569,55210,589,2024-05-19,pendente
68545,78321,308,2024-03-23,pendente
82512,50874,1489,2024-03-24,pendente
95827,9442,649,2024-01-10,pendente
15075,548,314,2024-04-15,cancelado
16943,75294,1580,2024-07-16,concluído
86979,92537,1554,2024-01-26,concluído
33466,25035,1265,2024-06-10,concluído
54760,42660,1800,2024-05-22,cancelado
47196,16263,1791,2024-10-09,pendente
16902,59965,303,2024-04-23,concluído
5191,70195,553,2024-07-06,concluído
82679,51664,1136,2024-10-08,pendente
24559,47684,1421,2024-04-21,concluído
99687,1079,1180,2024-07-17,concluído
59004,57182,1036,2024-04-06,pendente
93367,17726,348,2024-07-04,concluído
36167,73009,573,2024-02-19,cancelado
10822,23183,1227,2024-03-04,cancelado
23548,3155,767,2024-07-21,cancelado
85002,92103,1916,2024-03-26,cancelado
68572,32135,395,2024-09-20,concluído
75987,14300,697,2024-05-13,concluído
80351,34020,256,2024-02-25,cancelado
74115,47129,1619,2024-09-28,cancelado
58598,25581,940,2024-03-09,cancelado
58215,38920,1506,2024-09-13,cancelado
90832,88388,320,2024-10-03,cancelado
2186,13948,1128,2024-05-09,pendente
81774,92851,1910,2024-04-20,pendente
71479,50787,481,2024-05-17,pendente
33895,36406,23,2024-09-23,concluído
57775,1567,346,2024-06-19,concluído
87780,45265,1110,2024-08-03,cancelado
6609,70432,392,2024-08-19,cancelado
3385,94008,319,2024-04-29,pendente
72610,65988,473,2024-01-04,pendente
76919,94888,691,2024-08-06,pendente
13562,43001,760,2024-03-21,cancelado
29002,25664,1142,2024-05-29,cancelado
23248,85843,404,2024-01-26,pendente
15906,65842,315,2024-08-04,cancelado
64491,71992,952,2024-03-07,pendente
92085,71698,7,2024-07-11,concluído
18862,20781,332,2024-07-25,concluído
85951,60219,730,2024-05-31,cancelado
71557,88848,191,2024-01-27,pendente
59527,60895,508,2024-05-02,concluído
57874,75963,356,2024-03-03,pendente
82948,19977,482,2024-07-16,pendente
80368,48741,735,2024-08-24,concluído
93942,6452,1788,2024-05-30,pendente
91875,47599,1452,2024-08-28,cancelado
84978,95146,286,2024-10-15,concluído
6062,34020,256,2024-02-04,concluído
60107,80927,1663,2024-07-18,pendente
18867,43956,1003,2024-10-03,cancelado
69741,88631,236,2024-01-23,cancelado
61566,26869,1488,2024-06-13,concluído
88847,82299,294,2024-05-07,cancelado
76142,66550,1474,2024-03-20,pendente
91461,53066,198,2024-08-07,concluído
23003,96215,616,2024-07-18,pendente
18725,20951,358,2024-06-15,cancelado
26142,91939,1708,2024-07-20,cancelado
19764,60559,1171,2024-04-01,cancelado
38176,53969,675,2024-09-25,cancelado
10329,34384,1735,2024-07-01,pendente
24312,70594,701,2024-05-17,concluído
39673,95315,1538,2024-04-26,concluído
64935,82580,1062,2024-04-15,cancelado
18910,99170,243,2024-09-05,cancelado
52445,36406,23,2024-08-07,cancelado
71248,71992,952,2024-06-04,pendente
14638,42056,566,2024-02-24,concluído
34825,70432,392,2024-05-29,concluído
42542,85923,146,2024-09-02,pendente
38353,16399,1789,2024-01-11,pendente
69419,11542,1168,2024-01-06,pendente
18244,75294,1578,2024-04-28,cancelado
12666,54862,674,2024-06-28,pendente
95107,91032,115,2024-02-28,concluído
18361,50874,1489,2024-01-03,cancelado
75188,60593,752,2024-07-25,concluído
79629,97247,497,2024-07-14,pendente
29327,39890,1125,2024-10-03,pendente
54219,45569,1264,2024-03-31,pendente
91827,22421,1028,2024-06-04,cancelado
14758,8698,1116,2024-09-30,concluído
51396,60434,1224,2024-06-27,concluído
92810,27654,1634,2024-09-17,cancelado
54274,60201,1261,2024-04-05,concluído
59877,98539,816,2024-04-24,concluído
50400,23183,1227,2024-01-02,pendente
36449,99170,244,2024-07-17,concluído
13862,70449,1102,2024-08-31,pendente
18763,41926,1468,2024-06-25,pendente
24865,94896,1308,2024-07-06,cancelado
45660,6158,1027,2024-06-17,cancelado
64697,39613,1520,2024-02-26,cancelado
77759,70103,829,2024-01-17,cancelado
48375,81934,976,2024-05-04,concluído
94448,23622,1254,2024-06-22,pendente
91826,99707,660,2024-02-23,concluído
66603,95146,286,2024-03-24,concluído
46222,48669,791,2024-09-04,cancelado
54647,7910,1737,2024-04-21,cancelado
6094,3869,1186,2024-08-16,pendente
48436,69814,1645,2024-03-15,concluído
50772,80628,1936,2024-07-08,pendente
75889,21646,1431,2024-08-31,concluído
37142,77501,1641,2024-08-27,cancelado
58253,39132,101,2024-03-09,concluído
72420,64081,58,2024-01-05,concluído
28858,87524,1203,2024-04-28,concluído
50825,28480,167,2024-03-04,cancelado
35972,45280,1384,2024-04-30,cancelado
19643,83598,420,2024-03-03,cancelado
19022,18577,16,2024-05-04,cancelado
1170,28894,1207,2024-06-16,concluído
96231,44928,138,2024-10-07,pendente
3211,28263,856,2024-06-06,concluído
70584,48163,22,2024-09-18,cancelado
68227,39637,213,2024-05-20,pendente
64266,98768,969,2024-01-11,cancelado
38435,46902,1802,2024-07-24,pendente
66665,86974,1629,2024-01-12,cancelado
74782,5407,1235,2024-08-02,pendente
28104,12806,212,2024-03-21,cancelado
64759,67520,943,2024-07-16,concluído
1227,54001,747,2024-06-16,pendente
6867,76903,1381,2024-04-05,pendente
16483,51551,367,2024-07-31,pendente
6087,14350,1870,2024-04-27,cancelado
55908,10217,1016,2024-03-26,cancelado
14683,18401,1689,2024-09-04,concluído
66492,76433,1939,2024-03-02,concluído
12135,63732,540,2024-09-03,cancelado
24297,58129,1748,2024-07-29,cancelado
15732,16315,1069,2024-02-20,concluído
7468,20337,117,2024-05-23,pendente
93882,37087,1795,2024-09-28,concluído
73637,51664,1136,2024-06-14,concluído
61607,52496,1728,2024-04-23,pendente
64471,53979,1918,2024-03-07,pendente
7592,36540,627,2024-10-08,pendente
27123,15692,48,2024-08-06,concluído
29071,57805,499,2024-08-07,pendente
88638,64285,554,2024-09-08,pendente
25527,49145,1957,2024-06-27,concluído
31496,10093,246,2024-08-26,pendente
67036,53795,1892,2024-05-16,cancelado
31378,60265,892,2024-06-13,cancelado
39647,71935,796,2024-02-17,pendente
4083,30511,1677,2024-05-15,pendente
4445,296,515,2024-06-06,cancelado
80223,11162,582,2024-03-27,concluído
7006,56681,118,2024-07-08,cancelado
76269,45898,638,2024-04-14,concluído
65650,28772,1282,2024-08-01,cancelado
25300,24365,699,2024-10-09,cancelado
42150,59040,1757,2024-06-13,pendente
6204,22553,504,2024-04-17,cancelado
84023,44221,161,2024-02-28,concluído
89643,91640,1375,2024-08-18,pendente
31511,80645,971,2024-01-06,cancelado
56975,94008,319,2024-06-02,cancelado
23081,8698,1116,2024-06-18,concluído
74314,80628,1937,2024-05-25,concluído
33177,63067,661,2024-06-27,cancelado
65185,54102,987,2024-05-17,cancelado
66028,70432,393,2024-08-19,concluído
57387,12654,45,2024-06-08,concluído
8218,13009,895,2024-07-12,concluído
11116,34397,1161,2024-09-09,pendente
84251,4435,861,2024-02-11,concluído
70442,39114,1692,2024-04-21,concluído
48964,74907,1894,2024-10-15,pendente
72771,10217,1015,2024-06-23,pendente
49097,70128,1417,2024-08-08,concluído
17944,17929,1320,2024-02-03,pendente
71880,67828,929,2024-01-11,cancelado
58910,79078,1956,2024-10-11,concluído
70245,90,1295,2024-09-15,pendente
69301,57159,1427,2024-05-02,pendente
45354,37087,1795,2024-06-11,concluído
6000,93185,655,2024-10-13,cancelado
31269,44978,69,2024-07-19,pendente
91773,62371,164,2024-04-18,concluído
22371,70432,392,2024-09-01,concluído
48866,76903,1381,2024-06-15,cancelado
64326,41506,1301,2024-03-25,cancelado
36578,11362,273,2024-01-04,pendente
49601,80187,1914,2024-04-15,concluído
12540,90314,80,2024-09-20,cancelado
60114,1546,449,2024-03-05,concluído
62878,62614,1393,2024-04-25,cancelado
58589,51406,1077,2024-08-12,concluído
73027,71560,1126,2024-02-22,cancelado
5574,80312,526,2024-05-04,pendente
73993,75294,1578,2024-09-04,concluído
20482,95743,459,2024-03-09,concluído
22476,58523,425,2024-06-25,pendente
42275,16399,1789,2024-09-13,pendente
69194,92103,1916,2024-08-10,concluído
55391,66943,1018,2024-07-06,concluído
2690,76499,1257,2024-08-27,pendente
63751,80045,652,2024-04-09,cancelado
12371,27654,1635,2024-06-02,concluído
11884,23836,1762,2024-07-03,pendente
18397,2369,563,2024-01-04,concluído
55321,63781,1239,2024-04-27,cancelado
83740,68479,453,2024-06-20,concluído
68423,1154,1913,2024-09-22,pendente
56772,83605,973,2024-03-19,cancelado
27187,18081,635,2024-01-27,cancelado
3276,60219,731,2024-09-15,cancelado
92130,29871,92,2024-05-05,concluído
36562,14070,128,2024-07-04,concluído
11966,90782,1353,2024-01-23,pendente
64757,93205,510,2024-08-02,cancelado
27537,18573,1647,2024-02-20,cancelado
97979,63983,1739,2024-02-21,pendente
41225,24602,1786,2024-07-05,concluído
8553,30942,302,2024-06-11,pendente
47810,25789,1253,2024-06-15,pendente
21281,87524,1203,2024-07-04,concluído
85115,74813,1095,2024-03-10,concluído
45153,64966,1857,2024-03-17,concluído
331,19699,784,2024-08-05,pendente
61104,48183,251,2024-06-29,concluído
20889,15795,24,2024-07-04,cancelado
14353,35495,317,2024-09-08,pendente
23279,99241,991,2024-04-27,pendente
80798,90185,99,2024-04-18,cancelado
62089,59555,754,2024-05-17,pendente
9973,80616,685,2024-08-30,pendente
13196,41412,1350,2024-03-21,pendente
53142,98768,969,2024-04-29,pendente
36757,94896,1308,2024-10-07,pendente
19226,53969,675,2024-01-28,cancelado
12834,73924,1804,2024-01-07,cancelado
84004,44869,1415,2024-06-04,concluído
96152,98723,1592,2024-08-23,pendente
62318,57952,1698,2024-09-05,pendente
