pedido_id,produto_id,quantidade,preco_unitario,subtotal
55280,78548,1,304.16,304.16
55280,8186,4,536.32,2145.28
55280,76801,4,18.08,72.32
83711,69846,3,994.17,2982.51
83711,95974,5,501.27,2506.35
40135,39359,1,388.91,388.91
97457,70709,3,659.51,1978.53
92150,50092,3,750.52,2251.56
53767,5282,4,991.59,3966.36
53767,53842,5,425.03,2125.15
5459,1015,5,711.55,3557.75
5459,98239,3,859.16,2577.48
5459,16514,4,557.34,2229.36
59763,39855,3,754.31,2262.93
59763,53403,1,872.54,872.54
24641,59485,1,378.75,378.75
24641,69846,4,994.17,3976.68
24641,64881,5,231.06,1155.3
19604,9383,1,482.77,482.77
19604,14279,2,132.89,265.78
19604,46010,5,614.47,3072.35
19604,92437,3,800.49,2401.47
25267,42705,2,581.53,1163.06
25267,62196,2,598.61,1197.22
25267,68346,2,545.23,1090.46
25267,31509,3,467.17,1401.51
50649,31579,2,12.65,25.3
50649,54473,4,904.86,3619.44
11326,84052,2,464.3,928.6
11326,37364,5,198.28,991.4
11326,92226,4,544.96,2179.84
50098,10465,5,322.38,1611.9
50098,52601,5,468.45,2342.25
50098,313,3,704.63,2113.89
50098,16655,2,782.45,1564.9
6380,75074,2,568.91,1137.82
6380,63822,1,51.13,51.13
6380,97258,4,815.87,3263.48
6380,88272,1,367.77,367.77
6380,59221,3,610.81,1832.43
52545,55925,3,769.59,2308.77
59960,58406,3,244.17,732.51
59960,4130,1,547.23,547.23
59960,26117,4,922.1,3688.4
61178,30588,1,615.87,615.87
61178,87784,4,205.53,822.12
61178,35117,5,362.24,1811.2
64462,75569,3,827.48,2482.44
64462,42705,1,581.53,581.53
91002,83127,3,19.89,59.67
91002,38229,2,830.19,1660.38
91002,33124,2,710.84,1421.68
91002,886,2,134.83,269.66
26529,49402,5,270.37,1351.85
26529,98239,4,859.16,3436.64
9166,69180,3,417.38,1252.14
9166,18665,1,607.21,607.21
9166,85451,2,541.78,1083.56
9166,89095,1,738.87,738.87
9166,78586,1,193.66,193.66
39897,86092,3,303.14,909.42
39897,5282,3,991.59,2974.77
39897,60074,4,417.56,1670.24
39897,23348,2,160.67,321.34
22042,20368,1,758.95,758.95
22042,10847,5,527.46,2637.3
22042,3171,3,609.79,1829.37
97238,63822,5,51.13,255.65
97238,33124,3,710.84,2132.52
97238,39955,5,83.25,416.25
97238,96130,5,850.61,4253.05
33335,6116,2,697.48,1394.96
33335,63272,1,244.02,244.02
33335,29620,1,152.02,152.02
33335,9123,2,185.82,371.64
17937,51696,3,597.43,1792.29
17937,79860,1,834.1,834.1
17937,20174,2,364.35,728.7
17937,31427,1,971.62,971.62
17937,96714,3,743.96,2231.88
5152,61277,2,580.35,1160.7
5152,6889,5,822.92,4114.6
5152,14705,1,542.54,542.54
14160,88397,1,319.17,319.17
14160,63217,2,988.08,1976.16
14160,14977,1,881.75,881.75
14160,53348,3,417.82,1253.46
44778,67257,4,947.26,3789.04
96550,26169,5,909.44,4547.2
96550,60473,3,790.74,2372.22
96550,61229,1,329.8,329.8
96550,24186,4,569.77,2279.08
67771,41524,2,288.96,577.92
67771,49928,5,649.83,3249.15
67771,76801,2,18.08,36.16
78895,57390,1,432.24,432.24
78895,41117,1,581.23,581.23
78895,30670,5,25.13,125.65
78895,33124,3,710.84,2132.52
78895,9123,3,185.82,557.46
47560,27681,1,890.78,890.78
47560,36661,5,329.51,1647.55
16400,30670,5,25.13,125.65
16400,32891,2,654.47,1308.94
16400,42485,2,557.71,1115.42
16400,32963,3,560.47,1681.41
16400,85288,5,375.14,1875.7
71457,83043,1,741.88,741.88
71457,4260,3,538.77,1616.31
71457,73442,2,417.12,834.24
90137,99385,4,210.05,840.2
90137,50909,3,850.29,2550.87
90137,75985,2,315.18,630.36
15298,43806,3,864.54,2593.62
15298,923,5,407.11,2035.55
15298,14705,1,542.54,542.54
14602,74408,1,109.93,109.93
14602,73238,1,159.35,159.35
14602,78548,1,304.16,304.16
52341,57091,4,220.06,880.24
52341,68183,5,579.31,2896.55
52341,95974,1,501.27,501.27
52341,20368,3,758.95,2276.85
46991,38857,4,134.47,537.88
46991,23348,3,160.67,482.01
96247,923,5,407.11,2035.55
96247,11011,1,624.91,624.91
96247,47824,4,84.53,338.12
96247,53827,5,253.77,1268.85
96247,59982,1,106.65,106.65
83096,17681,1,77.44,77.44
76625,25971,5,549.46,2747.3
76625,94155,3,697.17,2091.51
76625,49328,5,802.81,4014.05
76625,31082,3,128.67,386.01
76625,55974,1,111.19,111.19
32208,7450,3,404.86,1214.58
32208,6116,1,697.48,697.48
32208,57270,1,73.99,73.99
7116,88006,4,729.44,2917.76
7116,143,5,494.61,2473.05
7116,1015,3,711.55,2134.65
7116,17678,4,722.47,2889.88
74446,20174,2,364.35,728.7
38842,6889,3,822.92,2468.76
38842,55197,1,450.21,450.21
38842,29620,2,152.02,304.04
38842,66489,1,670.84,670.84
38842,58326,1,303.83,303.83
88105,65028,2,677.62,1355.24
61430,10931,2,331.83,663.66
61430,63304,2,736.14,1472.28
61430,15556,2,148.38,296.76
61430,64828,2,29.34,58.68
61430,47047,4,185.96,743.84
9511,16655,2,782.45,1564.9
9511,8001,1,448.16,448.16
82916,88222,4,780.87,3123.48
82916,57390,5,432.24,2161.2
82916,70709,5,659.51,3297.55
82916,78767,3,722.03,2166.09
82916,19653,2,790.65,1581.3
68629,66489,5,670.84,3354.2
68629,70015,4,164.42,657.68
68629,93223,4,525.66,2102.64
68629,44752,1,785.85,785.85
68629,94227,4,228.3,913.2
65972,34247,1,206.69,206.69
65972,3813,2,518.07,1036.14
30663,58458,4,659.65,2638.6
30663,20368,4,758.95,3035.8
54627,87446,3,144.86,434.58
54627,7616,5,268.62,1343.1
54627,78488,3,990.12,2970.36
54627,96223,5,172.22,861.1
54627,78600,4,633.71,2534.84
38554,62274,2,371.99,743.98
38554,78241,1,505.83,505.83
36460,57204,4,132.68,530.72
36460,6791,1,462.66,462.66
36460,8622,3,211.17,633.51
69571,96027,3,10.91,32.73
69571,72224,5,199.44,997.2
69571,78360,1,990.89,990.89
25751,42485,2,557.71,1115.42
25751,64881,1,231.06,231.06
25751,95974,5,501.27,2506.35
46455,78360,2,990.89,1981.78
46455,73086,5,521.84,2609.2
46455,30838,1,328.21,328.21
46455,86827,1,219.55,219.55
46455,61277,4,580.35,2321.4
10678,33146,2,436.94,873.88
20664,12102,2,760.84,1521.68
54493,18248,3,69.35,208.05
54493,62637,2,337.15,674.3
54493,8015,4,939.58,3758.32
54493,71714,3,250.59,751.77
65663,65028,5,677.62,3388.1
65663,23093,2,359.33,718.66
65663,30838,5,328.21,1641.05
65663,72605,4,708.93,2835.72
65663,39955,1,83.25,83.25
45122,28552,4,353.45,1413.8
45122,30588,2,615.87,1231.74
71103,92284,2,315.59,631.18
71103,19507,4,376.64,1506.56
71103,39250,3,299.64,898.92
71103,143,5,494.61,2473.05
73873,92437,4,800.49,3201.96
73873,75775,4,577.35,2309.4
73873,33146,4,436.94,1747.76
73873,88331,4,858.17,3432.68
73873,19653,3,790.65,2371.95
38938,10847,4,527.46,2109.84
38938,62637,2,337.15,674.3
38938,80010,1,456.07,456.07
38938,46010,2,614.47,1228.94
47208,93468,3,860.81,2582.43
47208,58116,4,286.26,1145.04
47208,96223,3,172.22,516.66
54180,77935,2,908.29,1816.58
39208,92016,2,120.57,241.14
39208,97397,3,846.39,2539.17
39208,89808,2,970.56,1941.12
39208,36661,4,329.51,1318.04
39208,28552,1,353.45,353.45
70374,7569,4,957.55,3830.2
70374,86218,4,189.9,759.6
70374,35659,2,338.18,676.36
70374,17678,3,722.47,2167.41
93574,72312,3,716.61,2149.83
93574,24755,2,734.13,1468.26
93574,8015,2,939.58,1879.16
82186,70889,1,389.31,389.31
82186,85451,4,541.78,2167.12
7341,63459,2,872.18,1744.36
90324,39151,4,653.18,2612.72
90324,46654,4,803.46,3213.84
90324,14870,4,488.33,1953.32
70382,55031,1,943.11,943.11
70382,70889,1,389.31,389.31
70382,41254,5,973.41,4867.05
70382,73289,4,688.66,2754.64
70382,47925,5,229.67,1148.35
5500,85288,2,375.14,750.28
5500,3171,4,609.79,2439.16
5500,96136,4,68.32,273.28
65949,58116,3,286.26,858.78
65949,27681,3,890.78,2672.34
65949,9123,2,185.82,371.64
3907,71714,4,250.59,1002.36
3907,16514,1,557.34,557.34
75527,43394,4,538.08,2152.32
75527,4260,3,538.77,1616.31
75527,98767,4,175.6,702.4
75527,64156,1,413.18,413.18
75527,15346,2,484.34,968.68
24901,75569,2,827.48,1654.96
24901,24055,3,81.15,243.45
24901,80684,3,254.74,764.22
24901,46903,5,423.07,2115.35
24901,10932,3,283.24,849.72
44045,80601,5,626.37,3131.85
44045,36605,4,478.08,1912.32
44045,63602,2,38.39,76.78
44045,88768,2,414.44,828.88
44045,64156,1,413.18,413.18
13215,17681,4,77.44,309.76
35672,85939,5,125.51,627.55
35672,73202,1,102.69,102.69
35672,98926,3,692.7,2078.1
79742,89808,2,970.56,1941.12
79742,32368,3,696.3,2088.9
29817,54298,3,610.36,1831.08
29817,5375,1,374.97,374.97
29817,87394,5,701.27,3506.35
29817,48091,5,814.21,4071.05
29817,99385,4,210.05,840.2
53280,74481,4,889.26,3557.04
41232,49663,2,160.33,320.66
72641,61229,2,329.8,659.6
72641,38301,3,583.57,1750.71
72641,76470,1,494.03,494.03
72641,55197,1,450.21,450.21
72641,65039,1,666.43,666.43
10568,78767,5,722.03,3610.15
10568,78406,5,936.84,4684.2
7785,60976,3,52.35,157.05
7785,21799,2,905.86,1811.72
7785,47925,3,229.67,689.01
7785,84559,1,986.23,986.23
74237,68183,5,579.31,2896.55
46036,96952,3,903.77,2711.31
46036,36324,5,543.42,2717.1
46036,3813,2,518.07,1036.14
46036,69952,2,949.26,1898.52
46036,57390,2,432.24,864.48
13820,30539,5,811.95,4059.75
92525,1852,1,523.83,523.83
20837,46010,2,614.47,1228.94
20837,83057,1,932.46,932.46
20837,21130,5,306.91,1534.55
20837,16810,4,893.19,3572.76
72459,55925,3,769.59,2308.77
84363,7551,2,719.38,1438.76
75171,78360,5,990.89,4954.45
75171,64828,3,29.34,88.02
75171,88194,3,309.2,927.6
75171,41550,2,91.44,182.88
10199,58149,4,941.45,3765.8
58234,9991,4,705.6,2822.4
58234,15856,5,118.14,590.7
18012,53960,4,739.12,2956.48
18012,50611,1,95.8,95.8
18012,70889,1,389.31,389.31
18012,30899,3,414.35,1243.05
18012,97194,2,718.62,1437.24
72387,5279,2,992.85,1985.7
72387,80601,3,626.37,1879.11
72387,15756,1,74.45,74.45
72387,8188,4,904.75,3619.0
97995,12015,3,844.78,2534.34
97995,43806,4,864.54,3458.16
58607,95075,1,73.29,73.29
58607,27711,4,311.19,1244.76
58607,54178,4,994.59,3978.36
58607,53842,4,425.03,1700.12
58607,38857,4,134.47,537.88
15195,86122,1,306.3,306.3
15195,71399,5,716.72,3583.6
15195,99385,3,210.05,630.15
15195,58116,4,286.26,1145.04
15195,75985,4,315.18,1260.72
16205,35659,2,338.18,676.36
16205,86827,3,219.55,658.65
16205,68299,1,144.06,144.06
16205,36605,4,478.08,1912.32
16205,93062,3,14.81,44.43
21181,15346,5,484.34,2421.7
21181,73086,4,521.84,2087.36
75672,19800,4,235.18,940.72
75672,73442,4,417.12,1668.48
75672,86092,4,303.14,1212.56
75672,86487,2,857.42,1714.84
94001,80601,5,626.37,3131.85
88687,53960,1,739.12,739.12
88687,76434,3,705.9,2117.7
84533,143,4,494.61,1978.44
83274,58149,2,941.45,1882.9
83274,93421,5,81.09,405.45
83274,12545,1,129.6,129.6
83274,27194,3,66.59,199.77
83274,55197,4,450.21,1800.84
12870,97405,1,361.79,361.79
12870,60134,3,711.35,2134.05
12870,83057,4,932.46,3729.84
12870,87305,2,43.43,86.86
81446,87394,4,701.27,2805.08
81446,31427,5,971.62,4858.1
70640,56541,4,332.5,1330.0
70640,17720,1,347.92,347.92
77325,75074,5,568.91,2844.55
14524,46010,5,614.47,3072.35
14524,72643,3,802.32,2406.96
14524,76570,5,684.48,3422.4
14524,19680,1,44.96,44.96
14524,99385,1,210.05,210.05
36344,31337,3,289.52,868.56
36344,2387,3,218.44,655.32
36344,6889,4,822.92,3291.68
36344,94900,3,258.65,775.95
51141,81929,2,542.12,1084.24
51141,60074,5,417.56,2087.8
51141,46126,5,85.71,428.55
51141,54298,5,610.36,3051.8
29861,92016,3,120.57,361.71
29861,97397,1,846.39,846.39
29861,61762,2,239.2,478.4
37294,17681,5,77.44,387.2
37294,65060,1,422.61,422.61
37294,21799,3,905.86,2717.58
37294,77329,5,412.52,2062.6
43129,28552,1,353.45,353.45
43129,78548,5,304.16,1520.8
20751,93062,5,14.81,74.05
20751,22300,5,49.28,246.4
20751,49663,4,160.33,641.32
20751,79860,1,834.1,834.1
20751,9123,4,185.82,743.28
47830,3813,3,518.07,1554.21
47830,52640,1,938.21,938.21
91684,96136,2,68.32,136.64
91684,44752,5,785.85,3929.25
94409,27681,5,890.78,4453.9
94409,709,1,146.02,146.02
94409,40739,1,17.33,17.33
29049,9123,1,185.82,185.82
29049,43394,3,538.08,1614.24
29049,50611,1,95.8,95.8
29049,88194,1,309.2,309.2
29049,19800,4,235.18,940.72
67947,73289,2,688.66,1377.32
89552,78360,5,990.89,4954.45
89552,73238,5,159.35,796.75
89552,53827,3,253.77,761.31
89552,78387,4,493.31,1973.24
95631,52528,2,294.92,589.84
95631,15756,1,74.45,74.45
95631,85288,4,375.14,1500.56
95631,92075,4,84.56,338.24
95631,36761,1,266.59,266.59
46996,63619,5,384.48,1922.4
46996,19680,5,44.96,224.8
46996,18249,3,389.53,1168.59
74067,79037,4,608.37,2433.48
74067,87305,4,43.43,173.72
74067,7450,1,404.86,404.86
74067,97258,5,815.87,4079.35
10511,57091,4,220.06,880.24
10511,72605,1,708.93,708.93
12631,37884,4,286.83,1147.32
12631,37373,4,340.97,1363.88
12631,87446,2,144.86,289.72
49355,19405,5,642.21,3211.05
49355,81532,5,771.02,3855.1
47304,12102,1,760.84,760.84
47304,61229,4,329.8,1319.2
66514,16635,1,737.93,737.93
66514,16810,5,893.19,4465.95
96074,98237,5,435.8,2179.0
96074,86122,4,306.3,1225.2
66833,76434,5,705.9,3529.5
66833,2387,5,218.44,1092.2
66833,69846,3,994.17,2982.51
29069,67557,3,176.84,530.52
29069,39359,2,388.91,777.82
29069,6780,2,186.41,372.82
29069,23093,1,359.33,359.33
29069,40659,5,580.0,2900.0
26082,50909,2,850.29,1700.58
26082,73442,3,417.12,1251.36
26082,26503,2,113.07,226.14
26082,39924,3,759.07,2277.21
23095,25738,3,908.65,2725.95
23095,56655,3,481.21,1443.63
88651,24755,3,734.13,2202.39
88651,18249,1,389.53,389.53
41169,88318,3,70.04,210.12
94818,29135,4,428.74,1714.96
71315,23193,2,147.72,295.44
71315,48986,3,138.79,416.37
71315,24186,1,569.77,569.77
71315,40739,1,17.33,17.33
63661,12484,2,266.22,532.44
63661,26503,3,113.07,339.21
63661,78767,2,722.03,1444.06
63661,77329,2,412.52,825.04
63661,63100,2,324.64,649.28
2195,31579,1,12.65,12.65
2195,4260,1,538.77,538.77
2195,15556,1,148.38,148.38
83794,70709,2,659.51,1319.02
83794,20368,4,758.95,3035.8
83794,6844,2,336.33,672.66
88928,50611,1,95.8,95.8
88928,93468,5,860.81,4304.05
88928,1852,4,523.83,2095.32
88928,37373,2,340.97,681.94
88928,63100,4,324.64,1298.56
33184,76570,1,684.48,684.48
33184,75985,4,315.18,1260.72
33184,67557,5,176.84,884.2
73871,63619,3,384.48,1153.44
73871,20174,5,364.35,1821.75
47598,84365,4,72.96,291.84
47598,42485,4,557.71,2230.84
47598,96714,2,743.96,1487.92
47598,55197,5,450.21,2251.05
35418,65028,5,677.62,3388.1
35418,65938,5,573.5,2867.5
35418,709,1,146.02,146.02
35418,91790,3,161.46,484.38
52987,63459,3,872.18,2616.54
52987,21172,3,81.48,244.44
93326,79374,2,650.64,1301.28
93326,21710,5,78.14,390.7
93326,8001,3,448.16,1344.48
38339,29620,2,152.02,304.04
38339,36329,4,310.29,1241.16
38339,76470,2,494.03,988.06
34639,15346,2,484.34,968.68
34639,31579,3,12.65,37.95
34639,81532,4,771.02,3084.08
34639,15556,2,148.38,296.76
38304,18249,1,389.53,389.53
38304,60134,2,711.35,1422.7
38304,79647,4,280.81,1123.24
38304,29884,2,813.4,1626.8
95060,47790,5,180.89,904.45
21382,37406,2,943.33,1886.66
21382,8188,5,904.75,4523.75
21382,15756,1,74.45,74.45
44445,10248,1,317.45,317.45
44445,82259,1,287.53,287.53
44445,72643,4,802.32,3209.28
44445,31579,3,12.65,37.95
29682,81280,1,852.86,852.86
29682,46903,4,423.07,1692.28
29682,21172,2,81.48,162.96
29682,53537,2,227.15,454.3
36035,75569,1,827.48,827.48
36035,85693,1,520.9,520.9
36035,46126,4,85.71,342.84
36035,73767,5,373.16,1865.8
36035,9951,3,310.82,932.46
53376,4052,5,802.48,4012.4
1002,94997,5,137.6,688.0
1002,57270,1,73.99,73.99
764,89029,4,397.16,1588.64
764,82422,3,648.23,1944.69
764,50611,3,95.8,287.4
66599,63304,3,736.14,2208.42
66599,53827,4,253.77,1015.08
66599,72312,5,716.61,3583.05
81548,98926,4,692.7,2770.8
81548,6620,4,500.66,2002.64
81548,48214,5,11.35,56.75
66541,98767,4,175.6,702.4
66541,14870,3,488.33,1464.99
66541,14279,2,132.89,265.78
66541,57374,3,698.48,2095.44
21585,86768,2,642.97,1285.94
21585,9123,3,185.82,557.46
21585,10847,4,527.46,2109.84
17197,86487,5,857.42,4287.1
17197,27681,4,890.78,3563.12
17197,65039,4,666.43,2665.72
17197,43497,4,635.49,2541.96
17197,88331,4,858.17,3432.68
4475,47925,3,229.67,689.01
44355,65028,1,677.62,677.62
36369,61229,5,329.8,1649.0
36369,96027,4,10.91,43.64
78008,5282,2,991.59,1983.18
78008,72605,4,708.93,2835.72
21437,25393,4,669.18,2676.72
84745,94155,5,697.17,3485.85
25625,80601,1,626.37,626.37
25625,70709,2,659.51,1319.02
91297,60976,1,52.35,52.35
91297,86375,3,632.95,1898.85
47466,71260,5,964.16,4820.8
47466,72312,4,716.61,2866.44
47466,97620,1,617.77,617.77
47466,44752,1,785.85,785.85
94081,17107,4,287.58,1150.32
4088,3171,1,609.79,609.79
4088,31509,3,467.17,1401.51
4088,76434,5,705.9,3529.5
4088,14971,3,200.41,601.23
12333,73442,5,417.12,2085.6
12333,98239,4,859.16,3436.64
12333,18665,1,607.21,607.21
12333,61762,4,239.2,956.8
12333,91654,4,995.29,3981.16
26675,73523,1,353.57,353.57
26675,55925,1,769.59,769.59
19484,76470,3,494.03,1482.09
19484,12545,4,129.6,518.4
19484,26169,4,909.44,3637.76
26918,16979,5,61.89,309.45
26918,16655,2,782.45,1564.9
26918,86218,3,189.9,569.7
26918,93368,3,907.46,2722.38
33651,48654,5,747.14,3735.7
33651,5375,4,374.97,1499.88
33651,80404,5,287.75,1438.75
33651,58149,5,941.45,4707.25
33651,61762,1,239.2,239.2
7920,63304,1,736.14,736.14
7920,52640,3,938.21,2814.63
7920,8186,3,536.32,1608.96
7920,19800,3,235.18,705.54
66901,79647,1,280.81,280.81
3823,53842,1,425.03,425.03
3823,31672,1,832.91,832.91
3823,90763,2,534.03,1068.06
7160,24349,1,487.64,487.64
7160,42705,5,581.53,2907.65
97066,58116,2,286.26,572.52
97066,15346,1,484.34,484.34
3422,87446,5,144.86,724.3
3422,88006,5,729.44,3647.2
14425,59221,2,610.81,1221.62
84616,29884,2,813.4,1626.8
84616,43982,1,376.04,376.04
84616,98767,3,175.6,526.8
84616,95075,4,73.29,293.16
39684,709,5,146.02,730.1
39684,97926,1,248.48,248.48
39684,10855,3,543.47,1630.41
39684,24755,1,734.13,734.13
75336,31082,4,128.67,514.68
75336,83215,3,34.14,102.42
75336,63304,3,736.14,2208.42
29962,60473,2,790.74,1581.48
29962,19771,1,832.78,832.78
45831,29135,5,428.74,2143.7
45831,36661,1,329.51,329.51
66842,39187,1,727.93,727.93
66842,98767,2,175.6,351.2
66842,60074,5,417.56,2087.8
66842,39493,4,171.68,686.72
1540,47071,2,101.38,202.76
1540,97258,4,815.87,3263.48
1540,39955,5,83.25,416.25
1540,8015,4,939.58,3758.32
41677,6116,5,697.48,3487.4
41677,8001,3,448.16,1344.48
41677,70370,1,101.51,101.51
41677,38574,5,792.98,3964.9
41677,16635,2,737.93,1475.86
24695,16979,4,61.89,247.56
24695,12545,5,129.6,648.0
24695,63272,1,244.02,244.02
24695,9463,5,737.23,3686.15
68846,79860,1,834.1,834.1
68846,19771,4,832.78,3331.12
68846,31509,3,467.17,1401.51
81069,89808,1,970.56,970.56
81069,58617,5,148.53,742.65
98813,18402,1,171.43,171.43
98813,96223,5,172.22,861.1
98813,11011,2,624.91,1249.82
98813,53842,4,425.03,1700.12
53903,4130,5,547.23,2736.15
58420,43394,5,538.08,2690.4
58420,83127,2,19.89,39.78
29511,92709,4,333.15,1332.6
29511,22002,3,287.76,863.28
29511,86122,5,306.3,1531.5
29511,32334,3,229.31,687.93
53875,58116,1,286.26,286.26
53875,87920,2,744.62,1489.24
53875,27434,4,548.75,2195.0
53875,43497,1,635.49,635.49
53875,78241,3,505.83,1517.49
72480,36535,1,18.44,18.44
72480,8622,2,211.17,422.34
72480,57270,5,73.99,369.95
72480,9991,2,705.6,1411.2
72480,58458,1,659.65,659.65
5501,39496,3,741.36,2224.08
5501,37536,4,591.7,2366.8
5501,47071,1,101.38,101.38
11024,31337,2,289.52,579.04
11024,39855,3,754.31,2262.93
11024,14870,5,488.33,2441.65
67072,71683,2,30.92,61.84
67072,4260,2,538.77,1077.54
67072,20174,3,364.35,1093.05
67072,15756,2,74.45,148.9
87018,79374,2,650.64,1301.28
87018,17175,2,127.79,255.58
87018,923,4,407.11,1628.44
87018,48005,2,555.96,1111.92
87018,85939,5,125.51,627.55
6210,90156,4,799.48,3197.92
6210,14977,2,881.75,1763.5
6210,28552,3,353.45,1060.35
6210,49663,2,160.33,320.66
6210,75775,5,577.35,2886.75
71287,85526,1,680.79,680.79
71287,52441,1,582.44,582.44
71287,83127,4,19.89,79.56
71287,76738,4,909.51,3638.04
63517,9123,2,185.82,371.64
63517,38574,3,792.98,2378.94
63517,16810,1,893.19,893.19
63517,14977,4,881.75,3527.0
2470,19800,3,235.18,705.54
2470,10465,2,322.38,644.76
2470,18665,4,607.21,2428.84
2470,78600,1,633.71,633.71
2470,2976,4,24.6,98.4
30500,49663,1,160.33,160.33
30500,95075,1,73.29,73.29
30500,67227,4,56.04,224.16
59967,93421,2,81.09,162.18
23496,43610,3,387.17,1161.51
23496,53827,3,253.77,761.31
23496,55197,2,450.21,900.42
23496,29288,2,466.59,933.18
23496,21710,2,78.14,156.28
70341,38746,2,530.48,1060.96
70341,92075,5,84.56,422.8
24364,76470,4,494.03,1976.12
24364,17976,5,347.47,1737.35
13578,83215,5,34.14,170.7
13578,48005,1,555.96,555.96
13578,99385,5,210.05,1050.25
425,72153,4,420.11,1680.44
425,73523,2,353.57,707.14
425,16703,2,839.54,1679.08
425,5292,5,534.6,2673.0
84827,95075,5,73.29,366.45
20623,89808,3,970.56,2911.68
20623,67257,4,947.26,3789.04
20623,58354,4,785.43,3141.72
20623,9951,4,310.82,1243.28
20623,71683,5,30.92,154.6
9531,24055,1,81.15,81.15
9531,32891,2,654.47,1308.94
9531,17681,2,77.44,154.88
66777,63822,5,51.13,255.65
66777,98522,5,911.77,4558.85
20037,60134,3,711.35,2134.05
20037,6844,1,336.33,336.33
20037,19680,2,44.96,89.92
20037,47814,5,149.73,748.65
47512,709,3,146.02,438.06
47512,90156,1,799.48,799.48
50661,40989,4,160.98,643.92
50661,50909,4,850.29,3401.16
50661,73202,3,102.69,308.07
50661,65039,1,666.43,666.43
63856,32963,3,560.47,1681.41
63856,39496,4,741.36,2965.44
63856,58354,4,785.43,3141.72
95249,79374,3,650.64,1951.92
95249,18402,2,171.43,342.86
85774,53827,2,253.77,507.54
85774,10855,2,543.47,1086.94
85774,9303,4,672.86,2691.44
85774,72605,3,708.93,2126.79
71064,76801,1,18.08,18.08
71064,35553,2,547.98,1095.96
71064,80010,1,456.07,456.07
71064,43394,2,538.08,1076.16
7214,39496,2,741.36,1482.72
7214,71399,5,716.72,3583.6
8489,88768,1,414.44,414.44
8489,49928,5,649.83,3249.15
54045,75775,4,577.35,2309.4
54045,32334,1,229.31,229.31
54045,20368,1,758.95,758.95
62759,30838,3,328.21,984.63
62759,70709,5,659.51,3297.55
77332,18248,4,69.35,277.4
77332,20368,2,758.95,1517.9
77332,69846,3,994.17,2982.51
91145,75775,5,577.35,2886.75
91145,33146,3,436.94,1310.82
15662,39187,2,727.93,1455.86
15662,41524,2,288.96,577.92
15662,39493,4,171.68,686.72
91692,42705,5,581.53,2907.65
91692,39151,2,653.18,1306.36
91692,75959,1,943.83,943.83
91692,27194,2,66.59,133.18
91692,25003,4,611.87,2447.48
51195,17678,2,722.47,1444.94
70228,48986,4,138.79,555.16
70228,81929,5,542.12,2710.6
70228,86092,1,303.14,303.14
70228,48091,1,814.21,814.21
16213,10931,1,331.83,331.83
16213,15856,4,118.14,472.56
74704,48091,4,814.21,3256.84
74704,94997,2,137.6,275.2
74704,38746,4,530.48,2121.92
74704,21130,2,306.91,613.82
84552,28913,4,763.93,3055.72
84552,93368,1,907.46,907.46
84552,41524,4,288.96,1155.84
84552,88331,3,858.17,2574.51
51464,88272,4,367.77,1471.08
51464,72312,1,716.61,716.61
51464,49660,5,699.66,3498.3
38827,98522,1,911.77,911.77
38827,46126,4,85.71,342.84
38827,16703,4,839.54,3358.16
38827,36661,2,329.51,659.02
43555,54473,4,904.86,3619.44
33929,21130,1,306.91,306.91
33929,49848,4,201.27,805.08
33929,98237,4,435.8,1743.2
33929,886,1,134.83,134.83
82971,21710,3,78.14,234.42
82971,82259,5,287.53,1437.65
82971,80601,1,626.37,626.37
82971,72643,4,802.32,3209.28
43235,39359,1,388.91,388.91
43235,6791,1,462.66,462.66
47231,73879,2,800.35,1600.7
47231,17678,4,722.47,2889.88
47231,88768,5,414.44,2072.2
47231,87446,1,144.86,144.86
47231,85288,4,375.14,1500.56
82403,33949,2,427.63,855.26
41048,47790,1,180.89,180.89
41048,97620,4,617.77,2471.08
41048,40659,1,580.0,580.0
41048,32891,5,654.47,3272.35
41048,93468,3,860.81,2582.43
77697,39496,4,741.36,2965.44
19062,11279,4,112.63,450.52
19062,70709,3,659.51,1978.53
19062,25003,5,611.87,3059.35
19062,58149,5,941.45,4707.25
6022,48654,2,747.14,1494.28
6022,83307,4,285.5,1142.0
6022,6620,5,500.66,2503.3
96694,53537,3,227.15,681.45
96694,73202,1,102.69,102.69
96694,63619,1,384.48,384.48
50167,57658,3,930.65,2791.95
85623,92709,1,333.15,333.15
85623,93223,4,525.66,2102.64
14551,21172,5,81.48,407.4
14551,24055,4,81.15,324.6
83186,63100,2,324.64,649.28
39140,40659,4,580.0,2320.0
39140,5282,2,991.59,1983.18
39140,86375,5,632.95,3164.75
57650,52304,5,111.97,559.85
57650,76804,2,399.41,798.82
52106,21130,2,306.91,613.82
52106,84559,4,986.23,3944.92
24247,74276,4,403.16,1612.64
24247,14977,3,881.75,2645.25
24247,39924,3,759.07,2277.21
45121,64591,3,779.3,2337.9
45121,55638,1,884.31,884.31
56891,6116,4,697.48,2789.92
56891,53403,1,872.54,872.54
56891,57204,5,132.68,663.4
56891,29135,4,428.74,1714.96
56891,33146,1,436.94,436.94
95332,72224,4,199.44,797.76
95332,42705,5,581.53,2907.65
95332,50909,3,850.29,2550.87
95332,33949,3,427.63,1282.89
10596,39924,2,759.07,1518.14
59912,35117,5,362.24,1811.2
59912,56541,3,332.5,997.5
